method,split,seed,episodes,success,fixture_correct,parameter_error,force_violation,damage,repeated_failure,path_efficiency,energy,calibration_brier,tail_risk
force_threshold_heuristic,hidden_clamp_hinge,3,14,0.14286,0.21429,0.78214,0.50000,0.50000,0.85714,0.17893,2.29928,0.04790,0.85714
force_threshold_heuristic,hidden_clamp_hinge,4,14,0.07143,0.07143,0.86071,0.71429,0.35714,0.92857,0.11893,2.48431,0.00886,0.92857
force_threshold_heuristic,hidden_clamp_hinge,5,14,0.07143,0.07143,0.86071,0.71429,0.57143,0.92857,0.11893,2.46016,0.00867,0.92857
force_threshold_heuristic,hidden_clamp_hinge,6,14,0.00000,0.00000,0.90000,0.85714,0.57143,1.00000,0.07857,2.57925,0.00033,1.00000
force_threshold_heuristic,hidden_clamp_hinge,7,14,0.00000,0.00000,0.90000,0.64286,0.42857,1.00000,0.07071,2.42497,0.00033,1.00000
force_threshold_heuristic,nominal_visible_fixture,0,14,0.35714,0.42857,0.66429,0.50000,0.50000,0.64286,0.29714,2.14205,0.07572,0.64286
force_threshold_heuristic,nominal_visible_fixture,1,14,0.35714,0.42857,0.66429,0.35714,0.28571,0.64286,0.31357,1.99691,0.16646,0.64286
force_threshold_heuristic,nominal_visible_fixture,2,14,0.42857,0.50000,0.62500,0.35714,0.50000,0.57143,0.34464,2.00766,0.08632,0.57143
force_threshold_heuristic,nominal_visible_fixture,3,14,0.35714,0.42857,0.66429,0.50000,0.21429,0.64286,0.29714,2.09042,0.07546,0.64286
force_threshold_heuristic,nominal_visible_fixture,4,14,0.42857,0.42857,0.66429,0.50000,0.14286,0.57143,0.35786,2.11326,0.06013,0.57143
force_threshold_heuristic,nominal_visible_fixture,5,14,0.35714,0.57143,0.58571,0.42857,0.35714,0.64286,0.29571,2.05263,0.13733,0.64286
force_threshold_heuristic,nominal_visible_fixture,6,14,0.28571,0.42857,0.66429,0.28571,0.28571,0.71429,0.25286,1.95867,0.10207,0.71429
force_threshold_heuristic,nominal_visible_fixture,7,14,0.42857,0.50000,0.62500,0.35714,0.14286,0.57143,0.35321,1.98903,0.08332,0.57143
force_threshold_heuristic,slot_axis_shift,0,14,0.28571,0.42857,0.66429,0.35714,0.28571,0.71429,0.31071,2.07680,0.09735,0.71429
force_threshold_heuristic,slot_axis_shift,1,14,0.14286,0.42857,0.66429,0.50000,0.35714,0.85714,0.22214,2.23366,0.22727,0.85714
force_threshold_heuristic,slot_axis_shift,2,14,0.42857,0.42857,0.66429,0.42857,0.21429,0.57143,0.39929,2.10253,0.14403,0.57143
force_threshold_heuristic,slot_axis_shift,3,14,0.64286,0.64286,0.54643,0.42857,0.21429,0.35714,0.54393,2.10414,0.08046,0.35714
force_threshold_heuristic,slot_axis_shift,4,14,0.35714,0.42857,0.66429,0.28571,0.35714,0.64286,0.35500,2.00822,0.07358,0.64286
force_threshold_heuristic,slot_axis_shift,5,14,0.28571,0.50000,0.62500,0.50000,0.28571,0.71429,0.31464,2.18137,0.12531,0.71429
force_threshold_heuristic,slot_axis_shift,6,14,0.28571,0.35714,0.70357,0.50000,0.57143,0.71429,0.30679,2.19597,0.06633,0.71429
force_threshold_heuristic,slot_axis_shift,7,14,0.28571,0.28571,0.74286,0.42857,0.21429,0.71429,0.30286,2.16722,0.03689,0.71429
latent_fixture_inference,adhesive_tether_fixture,0,14,0.85714,1.00000,0.11000,0.00000,0.07143,0.14286,0.63471,1.80872,0.13332,0.14286
latent_fixture_inference,adhesive_tether_fixture,1,14,1.00000,1.00000,0.11000,0.00000,0.00000,0.00000,0.73186,1.76797,0.05513,0.00000
latent_fixture_inference,adhesive_tether_fixture,2,14,1.00000,1.00000,0.11000,0.00000,0.07143,0.00000,0.73186,1.78631,0.06119,0.00000
latent_fixture_inference,adhesive_tether_fixture,3,14,1.00000,1.00000,0.11000,0.00000,0.00000,0.00000,0.72329,1.75540,0.06022,0.00000
latent_fixture_inference,adhesive_tether_fixture,4,14,0.85714,0.92857,0.15071,0.00000,0.00000,0.14286,0.64779,1.78149,0.09457,0.14286
latent_fixture_inference,adhesive_tether_fixture,5,14,0.92857,1.00000,0.11000,0.00000,0.00000,0.07143,0.68757,1.76873,0.08769,0.07143
latent_fixture_inference,adhesive_tether_fixture,6,14,0.78571,1.00000,0.11000,0.00000,0.00000,0.21429,0.59043,1.81053,0.17384,0.21429
latent_fixture_inference,adhesive_tether_fixture,7,14,1.00000,1.00000,0.11000,0.00000,0.07143,0.00000,0.73186,1.78843,0.05746,0.00000
latent_fixture_inference,combined_fixture_stress,0,14,0.71429,0.71429,0.27286,0.07143,0.21429,0.28571,0.54700,1.97423,0.05497,0.28571
latent_fixture_inference,combined_fixture_stress,1,14,0.50000,0.50000,0.39500,0.28571,0.21429,0.50000,0.41907,2.12445,0.03288,0.50000
latent_fixture_inference,combined_fixture_stress,2,14,0.64286,0.64286,0.31357,0.35714,0.14286,0.35714,0.51579,2.16679,0.05160,0.35714
latent_fixture_inference,combined_fixture_stress,3,14,0.64286,0.64286,0.31357,0.21429,0.14286,0.35714,0.50721,2.07794,0.04984,0.35714
latent_fixture_inference,combined_fixture_stress,4,14,0.64286,0.64286,0.31357,0.14286,0.14286,0.35714,0.50721,1.99931,0.14349,0.35714
latent_fixture_inference,combined_fixture_stress,5,14,0.57143,0.57143,0.35429,0.42857,0.21429,0.42857,0.46743,2.22609,0.04331,0.42857
latent_fixture_inference,combined_fixture_stress,6,14,0.71429,0.71429,0.27286,0.21429,0.14286,0.28571,0.54700,2.09111,0.05462,0.28571
latent_fixture_inference,combined_fixture_stress,7,14,0.64286,0.64286,0.31357,0.14286,0.21429,0.35714,0.52436,2.03409,0.04766,0.35714
latent_fixture_inference,hidden_clamp_hinge,0,14,0.64286,0.71429,0.27286,0.00000,0.07143,0.35714,0.53700,1.85126,0.07256,0.35714
latent_fixture_inference,hidden_clamp_hinge,1,14,0.64286,0.64286,0.31357,0.28571,0.14286,0.35714,0.52436,2.02502,0.03842,0.35714
latent_fixture_inference,hidden_clamp_hinge,2,14,0.57143,0.64286,0.31357,0.28571,0.28571,0.42857,0.48864,2.04560,0.06465,0.42857
latent_fixture_inference,hidden_clamp_hinge,3,14,0.71429,0.71429,0.27286,0.21429,0.21429,0.28571,0.58129,1.95845,0.04103,0.28571
latent_fixture_inference,hidden_clamp_hinge,4,14,0.71429,0.64286,0.31357,0.21429,0.07143,0.28571,0.56864,1.97691,0.10489,0.28571
latent_fixture_inference,hidden_clamp_hinge,5,14,0.78571,0.71429,0.27286,0.28571,0.14286,0.21429,0.62557,1.98284,0.11006,0.21429
latent_fixture_inference,hidden_clamp_hinge,6,14,0.71429,0.71429,0.27286,0.21429,0.21429,0.28571,0.58129,1.95330,0.04113,0.28571
latent_fixture_inference,hidden_clamp_hinge,7,14,0.64286,0.64286,0.31357,0.28571,0.14286,0.35714,0.52436,2.01619,0.03653,0.35714
latent_fixture_inference,nominal_visible_fixture,0,14,0.71429,0.71429,0.27286,0.14286,0.21429,0.28571,0.55557,1.80160,0.14753,0.28571
latent_fixture_inference,nominal_visible_fixture,1,14,0.71429,0.71429,0.27286,0.07143,0.14286,0.28571,0.56414,1.70921,0.03685,0.28571
latent_fixture_inference,nominal_visible_fixture,2,14,0.71429,0.71429,0.27286,0.07143,0.07143,0.28571,0.54700,1.73683,0.03512,0.28571
latent_fixture_inference,nominal_visible_fixture,3,14,0.64286,0.71429,0.27286,0.07143,0.21429,0.35714,0.51129,1.71547,0.16879,0.35714
latent_fixture_inference,nominal_visible_fixture,4,14,0.78571,0.85714,0.19143,0.07143,0.07143,0.21429,0.62514,1.71971,0.08600,0.21429
latent_fixture_inference,nominal_visible_fixture,5,14,0.78571,0.78571,0.23214,0.21429,0.14286,0.21429,0.59536,1.79776,0.04069,0.21429
latent_fixture_inference,nominal_visible_fixture,6,14,0.71429,0.71429,0.27286,0.14286,0.14286,0.28571,0.55557,1.75272,0.03366,0.28571
latent_fixture_inference,nominal_visible_fixture,7,14,0.64286,0.64286,0.31357,0.14286,0.07143,0.35714,0.51579,1.78213,0.02998,0.35714
latent_fixture_inference,slot_axis_shift,0,14,0.57143,0.64286,0.31357,0.28571,0.00000,0.42857,0.52293,1.95252,0.07140,0.42857
latent_fixture_inference,slot_axis_shift,1,14,0.57143,0.71429,0.27286,0.28571,0.07143,0.42857,0.52700,1.97695,0.10659,0.42857
latent_fixture_inference,slot_axis_shift,2,14,0.78571,0.71429,0.27286,0.14286,0.07143,0.21429,0.65986,1.81133,0.10841,0.21429
latent_fixture_inference,slot_axis_shift,3,14,0.78571,0.78571,0.23214,0.07143,0.07143,0.21429,0.66393,1.81214,0.04520,0.21429
latent_fixture_inference,slot_axis_shift,4,14,0.71429,0.71429,0.27286,0.14286,0.14286,0.28571,0.61557,1.81702,0.04211,0.28571
latent_fixture_inference,slot_axis_shift,5,14,0.64286,0.71429,0.27286,0.21429,0.00000,0.35714,0.57129,1.89155,0.08323,0.35714
latent_fixture_inference,slot_axis_shift,6,14,0.64286,0.64286,0.31357,0.28571,0.14286,0.35714,0.56721,1.95482,0.03399,0.35714
latent_fixture_inference,slot_axis_shift,7,14,0.71429,0.71429,0.27286,0.07143,0.21429,0.28571,0.61557,1.80777,0.04156,0.28571
latent_fixture_inference_v5,adhesive_tether_fixture,0,14,0.71429,1.00000,0.17095,0.07143,0.07143,0.28571,0.53148,1.89485,0.17246,0.28571
latent_fixture_inference_v5,adhesive_tether_fixture,1,14,0.78571,1.00000,0.16986,0.07143,0.07143,0.21429,0.58444,1.86956,0.18034,0.21429
latent_fixture_inference_v5,adhesive_tether_fixture,2,14,0.85714,1.00000,0.17275,0.14286,0.14286,0.14286,0.62844,1.92250,0.18096,0.14286
latent_fixture_inference_v5,adhesive_tether_fixture,3,14,0.78571,1.00000,0.17064,0.07143,0.07143,0.21429,0.56722,1.86003,0.19422,0.21429
latent_fixture_inference_v5,adhesive_tether_fixture,4,14,0.64286,1.00000,0.17250,0.07143,0.07143,0.35714,0.49561,1.88475,0.18695,0.35714
latent_fixture_inference_v5,adhesive_tether_fixture,5,14,0.85714,1.00000,0.17255,0.07143,0.00000,0.14286,0.61989,1.84242,0.15758,0.14286
latent_fixture_inference_v5,adhesive_tether_fixture,6,14,0.92857,1.00000,0.17189,0.00000,0.00000,0.07143,0.67281,1.78170,0.10654,0.07143
latent_fixture_inference_v5,adhesive_tether_fixture,7,14,0.85714,1.00000,0.17097,0.00000,0.00000,0.14286,0.62005,1.82756,0.10270,0.14286
latent_fixture_inference_v5,combined_fixture_stress,0,14,0.50000,0.85714,0.24493,0.21429,0.00000,0.50000,0.40836,2.12275,0.09477,0.50000
latent_fixture_inference_v5,combined_fixture_stress,1,14,0.57143,0.71429,0.31538,0.35714,0.14286,0.42857,0.41132,2.17716,0.28294,0.42857
latent_fixture_inference_v5,combined_fixture_stress,2,14,0.57143,0.71429,0.31581,0.07143,0.14286,0.42857,0.43699,1.99436,0.20248,0.42857
latent_fixture_inference_v5,combined_fixture_stress,3,14,0.50000,0.78571,0.28139,0.28571,0.42857,0.50000,0.37900,2.17281,0.13809,0.50000
latent_fixture_inference_v5,combined_fixture_stress,4,14,0.57143,0.78571,0.28034,0.21429,0.35714,0.42857,0.44054,2.07265,0.12793,0.42857
latent_fixture_inference_v5,combined_fixture_stress,5,14,0.57143,0.71429,0.31553,0.57143,0.35714,0.42857,0.41988,2.34273,0.19064,0.42857
latent_fixture_inference_v5,combined_fixture_stress,6,14,0.71429,0.78571,0.27926,0.35714,0.14286,0.28571,0.51207,2.20333,0.23386,0.28571
latent_fixture_inference_v5,combined_fixture_stress,7,14,0.42857,0.85714,0.24697,0.64286,0.28571,0.57143,0.32102,2.45526,0.19554,0.57143
latent_fixture_inference_v5,hidden_clamp_hinge,0,14,0.71429,0.71429,0.31461,0.07143,0.14286,0.28571,0.56854,1.89023,0.06579,0.28571
latent_fixture_inference_v5,hidden_clamp_hinge,1,14,0.64286,0.71429,0.31526,0.28571,0.21429,0.35714,0.51562,2.02808,0.13929,0.35714
latent_fixture_inference_v5,hidden_clamp_hinge,2,14,0.64286,0.78571,0.28091,0.07143,0.14286,0.35714,0.52762,1.88196,0.19705,0.35714
latent_fixture_inference_v5,hidden_clamp_hinge,3,14,0.57143,0.71429,0.31443,0.28571,0.21429,0.42857,0.46284,2.04991,0.12151,0.42857
latent_fixture_inference_v5,hidden_clamp_hinge,4,14,0.57143,0.85714,0.24708,0.07143,0.00000,0.42857,0.47815,1.90858,0.14566,0.42857
latent_fixture_inference_v5,hidden_clamp_hinge,5,14,0.57143,0.78571,0.28169,0.42857,0.21429,0.42857,0.45755,2.14165,0.11288,0.42857
latent_fixture_inference_v5,hidden_clamp_hinge,6,14,0.64286,0.78571,0.28032,0.14286,0.07143,0.35714,0.53625,1.91906,0.08144,0.35714
latent_fixture_inference_v5,hidden_clamp_hinge,7,14,0.71429,0.78571,0.27979,0.07143,0.07143,0.28571,0.57202,1.84951,0.07144,0.28571
latent_fixture_inference_v5,nominal_visible_fixture,0,14,0.85714,0.85714,0.24196,0.07143,0.14286,0.14286,0.64723,1.71952,0.07439,0.14286
latent_fixture_inference_v5,nominal_visible_fixture,1,14,0.78571,0.85714,0.23977,0.07143,0.07143,0.21429,0.61174,1.69255,0.08712,0.21429
latent_fixture_inference_v5,nominal_visible_fixture,2,14,0.78571,0.85714,0.23822,0.00000,0.07143,0.21429,0.59475,1.67012,0.08861,0.21429
latent_fixture_inference_v5,nominal_visible_fixture,3,14,0.71429,0.78571,0.27542,0.07143,0.07143,0.28571,0.54674,1.70306,0.10169,0.28571
latent_fixture_inference_v5,nominal_visible_fixture,4,14,0.85714,1.00000,0.17136,0.07143,0.07143,0.14286,0.66286,1.70651,0.06441,0.14286
latent_fixture_inference_v5,nominal_visible_fixture,5,14,0.85714,0.92857,0.20465,0.07143,0.07143,0.14286,0.65096,1.67830,0.10561,0.14286
latent_fixture_inference_v5,nominal_visible_fixture,6,14,0.78571,0.85714,0.23951,0.14286,0.00000,0.21429,0.60319,1.73605,0.05204,0.21429
latent_fixture_inference_v5,nominal_visible_fixture,7,14,0.92857,1.00000,0.16952,0.00000,0.00000,0.07143,0.72448,1.60909,0.10493,0.07143
latent_fixture_inference_v5,slot_axis_shift,0,14,0.71429,0.85714,0.24691,0.14286,0.35714,0.28571,0.54959,1.84319,0.17588,0.28571
latent_fixture_inference_v5,slot_axis_shift,1,14,0.64286,0.92857,0.21093,0.21429,0.14286,0.35714,0.54319,1.92129,0.20799,0.35714
latent_fixture_inference_v5,slot_axis_shift,2,14,0.64286,0.85714,0.24641,0.21429,0.14286,0.35714,0.52250,1.90941,0.20737,0.35714
latent_fixture_inference_v5,slot_axis_shift,3,14,0.78571,0.92857,0.21220,0.21429,0.07143,0.21429,0.62306,1.92644,0.20605,0.21429
latent_fixture_inference_v5,slot_axis_shift,4,14,0.78571,1.00000,0.17871,0.07143,0.00000,0.21429,0.64356,1.75723,0.13317,0.21429
latent_fixture_inference_v5,slot_axis_shift,5,14,0.92857,1.00000,0.17725,0.35714,0.14286,0.07143,0.71513,1.94120,0.17975,0.07143
latent_fixture_inference_v5,slot_axis_shift,6,14,0.57143,1.00000,0.17696,0.14286,0.21429,0.42857,0.50230,1.87754,0.17880,0.42857
latent_fixture_inference_v5,slot_axis_shift,7,14,0.85714,1.00000,0.17801,0.00000,0.21429,0.14286,0.67934,1.73546,0.11873,0.14286
oracle_fixture,adhesive_tether_fixture,0,14,0.85714,1.00000,0.00000,0.00000,0.00000,0.14286,0.64571,1.80487,0.11601,0.14286
oracle_fixture,adhesive_tether_fixture,1,14,0.92857,1.00000,0.00000,0.00000,0.00000,0.07143,0.69857,1.77962,0.06320,0.07143
oracle_fixture,adhesive_tether_fixture,2,14,0.92857,1.00000,0.00000,0.00000,0.00000,0.07143,0.69857,1.79796,0.06364,0.07143
oracle_fixture,adhesive_tether_fixture,3,14,0.92857,1.00000,0.00000,0.00000,0.00000,0.07143,0.69000,1.76705,0.06794,0.07143
oracle_fixture,adhesive_tether_fixture,4,14,0.78571,1.00000,0.00000,0.00000,0.00000,0.21429,0.61000,1.79471,0.16506,0.21429
oracle_fixture,adhesive_tether_fixture,5,14,0.92857,1.00000,0.00000,0.00000,0.07143,0.07143,0.69857,1.76488,0.08414,0.07143
oracle_fixture,adhesive_tether_fixture,6,14,0.78571,1.00000,0.00000,0.00000,0.00000,0.21429,0.60143,1.80668,0.16694,0.21429
oracle_fixture,adhesive_tether_fixture,7,14,0.85714,1.00000,0.00000,0.00000,0.07143,0.14286,0.65429,1.81558,0.11128,0.14286
oracle_fixture,combined_fixture_stress,0,14,1.00000,1.00000,0.00000,0.00000,0.07143,0.00000,0.76857,1.84668,0.02070,0.00000
oracle_fixture,combined_fixture_stress,1,14,0.92857,1.00000,0.00000,0.00000,0.00000,0.07143,0.74143,1.81162,0.06757,0.07143
oracle_fixture,combined_fixture_stress,2,14,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.78571,1.82231,0.01884,0.00000
oracle_fixture,combined_fixture_stress,3,14,0.78571,1.00000,0.00000,0.00000,0.07143,0.21429,0.63571,1.88296,0.16437,0.21429
oracle_fixture,combined_fixture_stress,4,14,1.00000,1.00000,0.00000,0.00000,0.07143,0.00000,0.78571,1.80184,0.01872,0.00000
oracle_fixture,combined_fixture_stress,5,14,0.78571,1.00000,0.00000,0.00000,0.00000,0.21429,0.65286,1.86119,0.16537,0.21429
oracle_fixture,combined_fixture_stress,6,14,0.78571,1.00000,0.00000,0.00000,0.00000,0.21429,0.63571,1.91006,0.18580,0.21429
oracle_fixture,combined_fixture_stress,7,14,0.92857,1.00000,0.00000,0.00000,0.07143,0.07143,0.74143,1.85812,0.06471,0.07143
oracle_fixture,hidden_clamp_hinge,0,14,0.92857,1.00000,0.00000,0.00000,0.00000,0.07143,0.77571,1.76772,0.06174,0.07143
oracle_fixture,hidden_clamp_hinge,1,14,0.92857,1.00000,0.00000,0.00000,0.07143,0.07143,0.77571,1.73704,0.06762,0.07143
oracle_fixture,hidden_clamp_hinge,2,14,0.92857,1.00000,0.00000,0.00000,0.00000,0.07143,0.77571,1.74513,0.06232,0.07143
oracle_fixture,hidden_clamp_hinge,3,14,0.85714,1.00000,0.00000,0.00000,0.00000,0.14286,0.73143,1.75590,0.11591,0.14286
oracle_fixture,hidden_clamp_hinge,4,14,0.85714,1.00000,0.00000,0.00000,0.07143,0.14286,0.73143,1.76993,0.11750,0.14286
oracle_fixture,hidden_clamp_hinge,5,14,0.78571,1.00000,0.00000,0.00000,0.00000,0.21429,0.68714,1.76129,0.18506,0.21429
oracle_fixture,hidden_clamp_hinge,6,14,1.00000,1.00000,0.00000,0.00000,0.07143,0.00000,0.82000,1.71975,0.01185,0.00000
oracle_fixture,hidden_clamp_hinge,7,14,0.92857,1.00000,0.00000,0.00000,0.07143,0.07143,0.77571,1.72822,0.06333,0.07143
oracle_fixture,nominal_visible_fixture,0,14,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.78571,1.62105,0.01105,0.00000
oracle_fixture,nominal_visible_fixture,1,14,0.85714,1.00000,0.00000,0.00000,0.00000,0.14286,0.69714,1.61265,0.13203,0.14286
oracle_fixture,nominal_visible_fixture,2,14,0.85714,1.00000,0.00000,0.00000,0.00000,0.14286,0.68000,1.64028,0.11885,0.14286
oracle_fixture,nominal_visible_fixture,3,14,1.00000,1.00000,0.00000,0.00000,0.07143,0.00000,0.78571,1.56942,0.01105,0.00000
oracle_fixture,nominal_visible_fixture,4,14,0.85714,1.00000,0.00000,0.00000,0.00000,0.14286,0.69714,1.64451,0.12460,0.14286
oracle_fixture,nominal_visible_fixture,5,14,0.92857,1.00000,0.00000,0.00000,0.00000,0.07143,0.72429,1.60263,0.06914,0.07143
oracle_fixture,nominal_visible_fixture,6,14,0.92857,1.00000,0.00000,0.00000,0.00000,0.07143,0.74143,1.58767,0.07219,0.07143
oracle_fixture,nominal_visible_fixture,7,14,0.92857,1.00000,0.00000,0.00000,0.00000,0.07143,0.74143,1.60315,0.07203,0.07143
oracle_fixture,slot_axis_shift,0,14,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.82000,1.64855,0.00719,0.00000
oracle_fixture,slot_axis_shift,1,14,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.82000,1.67440,0.00764,0.00000
oracle_fixture,slot_axis_shift,2,14,1.00000,1.00000,0.00000,0.00000,0.07143,0.00000,0.82000,1.65528,0.00819,0.00000
oracle_fixture,slot_axis_shift,3,14,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.82000,1.70752,0.00719,0.00000
oracle_fixture,slot_axis_shift,4,14,0.92857,1.00000,0.00000,0.00000,0.00000,0.07143,0.77571,1.66097,0.06188,0.07143
oracle_fixture,slot_axis_shift,5,14,0.78571,1.00000,0.00000,0.00000,0.00000,0.21429,0.68714,1.70100,0.19382,0.21429
oracle_fixture,slot_axis_shift,6,14,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.82000,1.66635,0.00719,0.00000
oracle_fixture,slot_axis_shift,7,14,1.00000,1.00000,0.00000,0.00000,0.07143,0.00000,0.82000,1.68622,0.00764,0.00000
particle_filter_fixture,adhesive_tether_fixture,0,14,0.85714,1.00000,0.28000,0.14286,0.00000,0.14286,0.61771,1.91467,0.14999,0.14286
particle_filter_fixture,adhesive_tether_fixture,1,14,0.71429,1.00000,0.28000,0.00000,0.07143,0.28571,0.53771,1.83592,0.17583,0.28571
particle_filter_fixture,adhesive_tether_fixture,2,14,0.85714,1.00000,0.28000,0.00000,0.14286,0.14286,0.62629,1.82326,0.17499,0.14286
particle_filter_fixture,adhesive_tether_fixture,3,14,0.78571,1.00000,0.28000,0.07143,0.21429,0.21429,0.57343,1.85785,0.18457,0.21429
particle_filter_fixture,adhesive_tether_fixture,4,14,0.85714,1.00000,0.28000,0.14286,0.07143,0.14286,0.62629,1.88901,0.15926,0.14286
particle_filter_fixture,adhesive_tether_fixture,5,14,0.92857,1.00000,0.28000,0.07143,0.00000,0.07143,0.67057,1.82468,0.13962,0.07143
particle_filter_fixture,adhesive_tether_fixture,6,14,0.85714,1.00000,0.28000,0.07143,0.07143,0.14286,0.61771,1.85098,0.17310,0.14286
particle_filter_fixture,adhesive_tether_fixture,7,14,0.71429,1.00000,0.28000,0.00000,0.07143,0.28571,0.53771,1.85638,0.22052,0.28571
particle_filter_fixture,combined_fixture_stress,0,14,0.57143,0.85714,0.35143,0.07143,0.21429,0.42857,0.45057,2.00798,0.19864,0.42857
particle_filter_fixture,combined_fixture_stress,1,14,0.71429,0.92857,0.31571,0.07143,0.07143,0.28571,0.56843,1.92217,0.18886,0.28571
particle_filter_fixture,combined_fixture_stress,2,14,0.92857,1.00000,0.28000,0.14286,0.00000,0.07143,0.71343,1.94761,0.16219,0.07143
particle_filter_fixture,combined_fixture_stress,3,14,0.57143,0.85714,0.35143,0.14286,0.21429,0.42857,0.45057,2.04776,0.17932,0.42857
particle_filter_fixture,combined_fixture_stress,4,14,0.50000,0.85714,0.35143,0.14286,0.35714,0.50000,0.42343,2.02864,0.20661,0.50000
particle_filter_fixture,combined_fixture_stress,5,14,0.64286,0.85714,0.35143,0.14286,0.07143,0.35714,0.51200,2.01049,0.15640,0.35714
particle_filter_fixture,combined_fixture_stress,6,14,0.57143,0.85714,0.35143,0.28571,0.21429,0.42857,0.45057,2.17486,0.19880,0.42857
particle_filter_fixture,combined_fixture_stress,7,14,0.85714,0.92857,0.31571,0.07143,0.07143,0.14286,0.65700,1.93767,0.14379,0.14286
particle_filter_fixture,hidden_clamp_hinge,0,14,0.92857,0.92857,0.31571,0.14286,0.07143,0.07143,0.73557,1.88177,0.11048,0.07143
particle_filter_fixture,hidden_clamp_hinge,1,14,0.71429,0.85714,0.35143,0.21429,0.07143,0.28571,0.59057,1.95184,0.14389,0.28571
particle_filter_fixture,hidden_clamp_hinge,2,14,0.78571,1.00000,0.28000,0.07143,0.07143,0.21429,0.65914,1.83593,0.19048,0.21429
particle_filter_fixture,hidden_clamp_hinge,3,14,0.64286,1.00000,0.28000,0.07143,0.07143,0.35714,0.57057,1.86220,0.24228,0.35714
particle_filter_fixture,hidden_clamp_hinge,4,14,0.71429,1.00000,0.28000,0.00000,0.14286,0.28571,0.61486,1.81073,0.21720,0.28571
particle_filter_fixture,hidden_clamp_hinge,5,14,0.78571,0.92857,0.31571,0.00000,0.07143,0.21429,0.64700,1.77534,0.16007,0.21429
particle_filter_fixture,hidden_clamp_hinge,6,14,0.85714,1.00000,0.28000,0.00000,0.07143,0.14286,0.70343,1.76055,0.15218,0.14286
particle_filter_fixture,hidden_clamp_hinge,7,14,0.78571,1.00000,0.28000,0.00000,0.07143,0.21429,0.65914,1.76902,0.17349,0.21429
particle_filter_fixture,nominal_visible_fixture,0,14,0.85714,1.00000,0.28000,0.07143,0.14286,0.14286,0.66914,1.71185,0.15172,0.14286
particle_filter_fixture,nominal_visible_fixture,1,14,1.00000,1.00000,0.28000,0.00000,0.00000,0.00000,0.75771,1.59146,0.11357,0.00000
particle_filter_fixture,nominal_visible_fixture,2,14,0.71429,1.00000,0.28000,0.14286,0.07143,0.28571,0.56343,1.78108,0.21690,0.28571
particle_filter_fixture,nominal_visible_fixture,3,14,0.92857,1.00000,0.28000,0.07143,0.00000,0.07143,0.71343,1.64472,0.13712,0.07143
particle_filter_fixture,nominal_visible_fixture,4,14,0.78571,1.00000,0.28000,0.14286,0.00000,0.21429,0.62486,1.76981,0.18151,0.21429
particle_filter_fixture,nominal_visible_fixture,5,14,0.92857,1.00000,0.28000,0.07143,0.14286,0.07143,0.69629,1.66243,0.13430,0.07143
particle_filter_fixture,nominal_visible_fixture,6,14,0.78571,1.00000,0.28000,0.00000,0.00000,0.21429,0.62486,1.62847,0.19388,0.21429
particle_filter_fixture,nominal_visible_fixture,7,14,0.92857,1.00000,0.28000,0.14286,0.00000,0.07143,0.71343,1.71295,0.13393,0.07143
particle_filter_fixture,slot_axis_shift,0,14,0.64286,1.00000,0.28000,0.14286,0.00000,0.35714,0.57057,1.83585,0.22650,0.35714
particle_filter_fixture,slot_axis_shift,1,14,0.92857,1.00000,0.28000,0.00000,0.00000,0.07143,0.74771,1.69971,0.12713,0.07143
particle_filter_fixture,slot_axis_shift,2,14,0.85714,1.00000,0.28000,0.07143,0.07143,0.14286,0.70343,1.74608,0.15035,0.14286
particle_filter_fixture,slot_axis_shift,3,14,0.64286,1.00000,0.28000,0.14286,0.00000,0.35714,0.57057,1.89481,0.21713,0.35714
particle_filter_fixture,slot_axis_shift,4,14,0.78571,1.00000,0.28000,0.07143,0.07143,0.21429,0.65914,1.75177,0.17933,0.21429
particle_filter_fixture,slot_axis_shift,5,14,0.85714,1.00000,0.28000,0.07143,0.14286,0.14286,0.70343,1.74530,0.15155,0.14286
particle_filter_fixture,slot_axis_shift,6,14,0.78571,1.00000,0.28000,0.00000,0.07143,0.21429,0.65914,1.72265,0.18175,0.21429
particle_filter_fixture,slot_axis_shift,7,14,0.85714,1.00000,0.28000,0.00000,0.00000,0.14286,0.70343,1.72702,0.15219,0.14286
prototype_system_id,adhesive_tether_fixture,0,14,0.71429,1.00000,0.25000,0.07143,0.07143,0.28571,0.53214,1.89462,0.23366,0.28571
prototype_system_id,adhesive_tether_fixture,1,14,0.78571,1.00000,0.25000,0.07143,0.07143,0.21429,0.58500,1.86937,0.16293,0.21429
prototype_system_id,adhesive_tether_fixture,2,14,0.64286,1.00000,0.25000,0.00000,0.21429,0.35714,0.49643,1.86871,0.19739,0.35714
prototype_system_id,adhesive_tether_fixture,3,14,0.85714,1.00000,0.25000,0.07143,0.07143,0.14286,0.62071,1.84130,0.15627,0.14286
