force_x,force_y,contact_x,contact_y,disp_x,disp_y,rotation,resistance,slip,release_cue,recoil,torque,seed,scenario,split,layout_id,probe,fixture_type,visible_hint,stress_level
-1.033872,-0.245618,0.354355,-0.150307,-0.032440,0.036708,0.009593,1.839143,0.104891,0.000000,0.002025,-0.210599,2,5,nominal_visible_fixture,nominal_visible_fixture_2_5_slot,5,slot,suction,0.00
-0.898455,-0.694291,0.367318,-0.135773,-0.030748,-0.014586,-0.011951,2.184488,0.085643,0.000000,0.000000,-0.288899,2,5,nominal_visible_fixture,nominal_visible_fixture_2_5_slot,6,slot,suction,0.00
-0.217524,-1.088718,0.280199,-0.208581,0.064071,-0.070144,0.001239,0.752034,0.098370,0.000000,0.001028,-0.213365,2,5,nominal_visible_fixture,nominal_visible_fixture_2_5_slot,7,slot,suction,0.00
0.199198,-1.134288,0.388997,-0.105581,0.031485,-0.109382,0.002444,0.497594,0.090893,0.000000,0.000000,-0.277797,2,5,nominal_visible_fixture,nominal_visible_fixture_2_5_slot,8,slot,suction,0.00
0.913930,-0.456946,0.199630,0.246349,0.075104,-0.054449,-0.008535,0.704669,0.140502,0.000000,0.000000,-0.259771,2,5,nominal_visible_fixture,nominal_visible_fixture_2_5_slot,9,slot,suction,0.00
1.036207,0.065066,-0.030868,0.279243,0.035149,-0.005410,0.006251,1.330402,0.026370,0.000000,0.634121,-0.217795,2,6,nominal_visible_fixture,nominal_visible_fixture_2_6_suction,0,suction,suction,0.00
0.639944,0.334523,-0.312746,0.186893,-0.034982,0.006923,0.004427,1.293247,0.031782,0.034099,0.609035,-0.188077,2,6,nominal_visible_fixture,nominal_visible_fixture_2_6_suction,1,suction,suction,0.00
0.267800,0.762261,-0.419257,0.016653,0.004606,0.082962,-0.014585,0.662380,0.224529,0.699854,0.191262,-0.328554,2,6,nominal_visible_fixture,nominal_visible_fixture_2_6_suction,2,suction,suction,0.00
-0.461946,1.057181,-0.310473,-0.188570,-0.038181,0.120384,-0.013070,0.368380,0.110430,0.999753,0.000000,-0.482408,2,6,nominal_visible_fixture,nominal_visible_fixture_2_6_suction,3,suction,suction,0.00
-0.768157,0.525004,-0.004258,-0.279986,-0.096990,0.058884,-0.014110,0.389720,0.104840,0.945520,0.031911,-0.289934,2,6,nominal_visible_fixture,nominal_visible_fixture_2_6_suction,4,suction,suction,0.00
-1.086241,-0.090529,-0.051907,-0.277853,-0.066930,0.012090,0.003489,0.738654,0.007098,0.573698,0.265264,-0.373531,2,6,nominal_visible_fixture,nominal_visible_fixture_2_6_suction,5,suction,suction,0.00
-0.654543,-0.347797,0.139970,-0.263994,-0.019498,0.009980,-0.005040,1.278175,0.062243,0.054717,0.591543,-0.258268,2,6,nominal_visible_fixture,nominal_visible_fixture_2_6_suction,6,suction,suction,0.00
-0.197809,-1.084915,0.244852,-0.227496,0.007819,0.000045,-0.002640,1.305537,0.078151,0.013595,0.599277,-0.290843,2,6,nominal_visible_fixture,nominal_visible_fixture_2_6_suction,7,suction,suction,0.00
0.408087,-0.786354,0.335377,0.168553,0.035512,-0.014434,0.014669,1.298793,0.146058,0.010723,0.629654,-0.277913,2,6,nominal_visible_fixture,nominal_visible_fixture_2_6_suction,8,suction,suction,0.00
0.704562,-0.627379,0.198473,0.246764,0.006140,-0.022482,-0.001429,1.326212,0.000000,0.000000,0.620829,-0.227163,2,6,nominal_visible_fixture,nominal_visible_fixture_2_6_suction,9,suction,suction,0.00
0.732748,0.080444,-0.353503,0.151196,0.060709,-0.020892,-0.002015,0.597450,0.059666,0.000000,0.362488,-0.066901,2,7,nominal_visible_fixture,nominal_visible_fixture_2_7_tether,0,tether,tether,0.00
0.756009,0.514366,-0.260892,0.219429,0.035490,0.026447,-0.006922,0.629028,0.185585,0.000000,0.348231,-0.265653,2,7,nominal_visible_fixture,nominal_visible_fixture_2_7_tether,1,tether,tether,0.00
0.083507,0.748490,-0.410624,-0.058834,0.019791,0.034814,-0.010887,0.584776,0.081261,0.000000,0.362780,-0.363075,2,7,nominal_visible_fixture,nominal_visible_fixture_2_7_tether,2,tether,tether,0.00
-0.503526,1.022154,-0.328605,-0.174380,-0.025150,0.029522,-0.007001,0.588422,0.120331,0.013315,0.371160,-0.573775,2,7,nominal_visible_fixture,nominal_visible_fixture_2_7_tether,3,tether,tether,0.00
-0.786363,0.671176,-0.363660,-0.140081,-0.020815,-0.001784,0.000670,0.639918,0.102405,0.000000,0.356164,-0.502429,2,7,nominal_visible_fixture,nominal_visible_fixture_2_7_tether,4,tether,tether,0.00
-0.934344,0.034049,0.073477,-0.275682,-0.041602,0.019412,0.005774,0.937855,0.099111,0.000000,0.713052,-0.360033,2,7,nominal_visible_fixture,nominal_visible_fixture_2_7_tether,5,tether,tether,0.00
-0.732523,-0.497543,0.062229,-0.276910,0.013586,0.026331,-0.001314,1.098801,0.132397,0.006358,0.895594,-0.267244,2,7,nominal_visible_fixture,nominal_visible_fixture_2_7_tether,6,tether,tether,0.00
-0.121909,-0.941366,0.404043,-0.076446,0.023774,0.003730,-0.010116,1.087957,0.153675,0.000000,0.855567,-0.315245,2,7,nominal_visible_fixture,nominal_visible_fixture_2_7_tether,7,tether,tether,0.00
0.239314,-1.077394,0.401437,0.082323,0.027331,-0.021566,0.000566,1.013257,0.059788,0.000649,0.774089,-0.325757,2,7,nominal_visible_fixture,nominal_visible_fixture_2_7_tether,8,tether,tether,0.00
0.885366,-0.750557,0.184798,0.251440,0.021755,-0.040192,-0.010053,0.601744,0.073179,0.000000,0.370137,-0.194943,2,7,nominal_visible_fixture,nominal_visible_fixture_2_7_tether,9,tether,tether,0.00
0.860274,0.097610,-0.045396,0.278360,0.078228,0.036570,-0.000872,0.192881,0.091423,0.006550,0.000000,-0.368256,2,8,nominal_visible_fixture,nominal_visible_fixture_2_8_free,0,free,free,0.00
0.880214,0.750896,-0.263219,0.218190,0.081778,0.063143,-0.017451,0.235141,0.207854,0.004340,0.000000,-0.469509,2,8,nominal_visible_fixture,nominal_visible_fixture_2_8_free,1,free,free,0.00
0.425674,0.909335,-0.223068,0.237244,0.037173,0.102470,-0.017731,0.220356,0.229321,0.000001,0.000580,-0.302627,2,8,nominal_visible_fixture,nominal_visible_fixture_2_8_free,2,free,free,0.00
-0.106794,0.814905,-0.413612,-0.048650,0.000867,0.083940,-0.003776,0.245820,0.186320,0.000764,0.000000,-0.266551,2,8,nominal_visible_fixture,nominal_visible_fixture_2_8_free,3,free,free,0.00
-0.634865,0.505199,-0.311636,-0.187715,-0.060089,0.034251,-0.021043,0.221693,0.259556,0.000007,0.001870,-0.142777,2,8,nominal_visible_fixture,nominal_visible_fixture_2_8_free,4,free,free,0.00
-0.864289,-0.046762,-0.213269,-0.241216,-0.049709,0.012174,-0.001190,0.239774,0.161555,0.000000,0.013944,-0.069829,2,8,nominal_visible_fixture,nominal_visible_fixture_2_8_free,5,free,free,0.00
-0.707196,-0.391471,0.157890,-0.259461,-0.056288,-0.043279,-0.004659,0.219184,0.234303,0.000000,0.001308,-0.165747,2,8,nominal_visible_fixture,nominal_visible_fixture_2_8_free,6,free,free,0.00
-0.139412,-0.946493,0.366866,-0.136315,-0.020669,-0.084775,-0.009903,0.254736,0.200130,0.007477,0.000000,-0.413901,2,8,nominal_visible_fixture,nominal_visible_fixture_2_8_free,7,free,free,0.00
0.346212,-0.856015,0.402036,0.081013,0.056956,-0.098025,-0.007428,0.190903,0.125889,0.004053,0.000000,-0.487480,2,8,nominal_visible_fixture,nominal_visible_fixture_2_8_free,8,free,free,0.00
0.840071,-0.649993,0.201386,0.245713,0.086911,-0.050936,-0.023497,0.197936,0.180779,0.001816,0.006671,-0.513062,2,8,nominal_visible_fixture,nominal_visible_fixture_2_8_free,9,free,free,0.00
1.115620,-0.042450,-0.138924,0.264239,0.003305,-0.013386,-0.007082,1.119456,0.000000,0.895542,0.888800,-0.107952,2,9,nominal_visible_fixture,nominal_visible_fixture_2_9_clamp,0,clamp,unknown,0.00
0.634216,0.666572,-0.353621,0.151074,0.033191,-0.007122,-0.001625,1.172217,0.162905,0.857405,0.882283,0.019989,2,9,nominal_visible_fixture,nominal_visible_fixture_2_9_clamp,1,clamp,unknown,0.00
0.333194,0.743687,-0.416856,0.034198,0.012816,0.005957,0.001039,1.200519,0.031151,0.637534,0.875424,0.004927,2,9,nominal_visible_fixture,nominal_visible_fixture_2_9_clamp,2,clamp,unknown,0.00
-0.212190,0.709789,-0.330827,-0.172503,0.003849,-0.002740,-0.009417,1.323539,0.063347,0.090624,0.891032,-0.053218,2,9,nominal_visible_fixture,nominal_visible_fixture_2_9_clamp,3,clamp,unknown,0.00
-0.908696,0.568445,-0.249090,-0.225442,-0.001390,0.017226,-0.013271,1.320948,0.061188,0.000000,0.887397,-0.301640,2,9,nominal_visible_fixture,nominal_visible_fixture_2_9_clamp,4,clamp,unknown,0.00
-0.917949,0.020087,-0.132279,-0.265750,0.005915,-0.018799,-0.004084,1.319382,0.143523,0.000194,0.884048,-0.400826,2,9,nominal_visible_fixture,nominal_visible_fixture_2_9_clamp,5,clamp,unknown,0.00
-0.885303,-0.733270,0.392193,-0.100188,-0.030384,0.010754,-0.023096,1.318822,0.048294,0.000000,0.887392,-0.795971,2,9,nominal_visible_fixture,nominal_visible_fixture_2_9_clamp,6,clamp,unknown,0.00
-0.364190,-1.022697,0.261212,-0.219260,-0.025268,-0.045053,-0.005030,1.337837,0.118286,0.000000,0.895086,-0.779220,2,9,nominal_visible_fixture,nominal_visible_fixture_2_9_clamp,7,clamp,unknown,0.00
0.382221,-0.857647,0.259931,0.219935,0.012539,0.018336,-0.008070,1.357705,0.024489,0.009876,0.888253,-0.548518,2,9,nominal_visible_fixture,nominal_visible_fixture_2_9_clamp,8,clamp,unknown,0.00
0.858527,-0.511788,0.222585,0.237446,0.016488,-0.026133,-0.002213,1.281825,0.006763,0.373970,0.883666,-0.351010,2,9,nominal_visible_fixture,nominal_visible_fixture_2_9_clamp,9,clamp,unknown,0.00
1.047724,0.154778,-0.303625,0.193462,0.065091,-0.025139,-0.017444,0.224453,0.193092,0.000000,0.000000,-0.368605,2,1000,hidden_clamp_hinge,hidden_clamp_hinge_2_1000_free,0,free,unknown,0.00
0.804285,0.661885,-0.339781,0.164586,0.100072,0.082945,-0.015731,0.171945,0.150962,0.006052,0.000000,-0.280339,2,1000,hidden_clamp_hinge,hidden_clamp_hinge_2_1000_free,1,free,unknown,0.00
0.345763,0.909802,-0.385232,0.111547,-0.005494,0.100609,0.001930,0.234445,0.271606,0.000000,0.007573,-0.162308,2,1000,hidden_clamp_hinge,hidden_clamp_hinge_2_1000_free,2,free,unknown,0.00
-0.225446,0.743814,-0.418713,-0.021902,-0.063010,0.068451,0.007083,0.257813,0.167920,0.007872,0.011775,-0.050082,2,1000,hidden_clamp_hinge,hidden_clamp_hinge_2_1000_free,3,free,unknown,0.00
-0.556598,0.481679,-0.376765,-0.123734,-0.065161,0.021383,-0.015359,0.250719,0.154473,0.000000,0.007149,-0.012508,2,1000,hidden_clamp_hinge,hidden_clamp_hinge_2_1000_free,4,free,unknown,0.00
-0.742582,0.141812,-0.078472,-0.275069,-0.086030,-0.019999,0.002408,0.245901,0.201079,0.000000,0.000000,-0.053202,2,1000,hidden_clamp_hinge,hidden_clamp_hinge_2_1000_free,5,free,unknown,0.00
-0.724639,-0.458154,0.186452,-0.250897,-0.018193,-0.043660,-0.017484,0.253257,0.193498,0.000000,0.000000,-0.293742,2,1000,hidden_clamp_hinge,hidden_clamp_hinge_2_1000_free,6,free,unknown,0.00
-0.092135,-1.128460,0.414085,0.046827,0.028336,-0.117903,-0.033289,0.202610,0.263833,0.000000,0.000032,-0.797831,2,1000,hidden_clamp_hinge,hidden_clamp_hinge_2_1000_free,7,free,unknown,0.00
0.197166,-0.898064,0.417394,-0.031145,-0.000854,-0.126270,-0.018842,0.196108,0.167843,0.000000,0.016625,-0.678281,2,1000,hidden_clamp_hinge,hidden_clamp_hinge_2_1000_free,8,free,unknown,0.00
0.901381,-0.704095,0.069219,0.276171,0.043926,-0.030119,-0.023315,0.235284,0.190113,0.000000,0.000000,-0.659317,2,1000,hidden_clamp_hinge,hidden_clamp_hinge_2_1000_free,9,free,unknown,0.00
0.987698,0.035004,0.255277,0.222344,0.016113,0.002349,0.007939,1.297680,0.131850,0.905389,0.982943,-0.330728,2,1001,hidden_clamp_hinge,hidden_clamp_hinge_2_1001_clamp,0,clamp,unknown,0.00
0.788871,0.576708,-0.082314,0.274570,-0.041206,-0.000100,-0.003213,1.366806,0.000000,0.559495,0.983708,-0.557509,2,1001,hidden_clamp_hinge,hidden_clamp_hinge_2_1001_clamp,1,clamp,unknown,0.00
0.340524,1.085894,-0.271928,-0.213391,-0.030383,-0.019339,-0.005669,1.431271,0.024232,0.037896,1.018792,-0.650589,2,1001,hidden_clamp_hinge,hidden_clamp_hinge_2_1001_clamp,2,clamp,unknown,0.00
-0.358799,0.811652,-0.389436,-0.104859,0.062417,0.040191,-0.025194,1.449448,0.038470,0.000000,0.982925,-0.606870,2,1001,hidden_clamp_hinge,hidden_clamp_hinge_2_1001_clamp,3,clamp,unknown,0.00
-0.715555,0.462857,-0.028728,-0.279344,0.014199,0.055047,0.004916,1.453460,0.159550,0.000000,1.004755,-0.301965,2,1001,hidden_clamp_hinge,hidden_clamp_hinge_2_1001_clamp,4,clamp,unknown,0.00
-0.986903,-0.082191,-0.200098,-0.246181,0.004744,-0.034607,0.006128,1.442273,0.035375,0.015442,0.981850,-0.089554,2,1001,hidden_clamp_hinge,hidden_clamp_hinge_2_1001_clamp,5,clamp,unknown,0.00
-0.929603,-0.564907,0.007362,-0.279957,-0.041749,0.063253,-0.009126,1.388755,0.086345,0.002306,0.968262,0.040092,2,1001,hidden_clamp_hinge,hidden_clamp_hinge_2_1001_clamp,6,clamp,unknown,0.00
-0.318435,-0.926918,0.413266,-0.049938,0.019805,-0.010409,-0.004129,1.426705,0.064230,0.027141,1.001456,-0.030632,2,1001,hidden_clamp_hinge,hidden_clamp_hinge_2_1001_clamp,7,clamp,unknown,0.00
0.010220,-0.721967,0.414767,0.044064,-0.039860,0.010955,-0.002333,1.419314,0.070484,0.117289,0.988978,-0.041102,2,1001,hidden_clamp_hinge,hidden_clamp_hinge_2_1001_clamp,8,clamp,unknown,0.00
0.725725,-0.581710,0.186346,0.250932,-0.001355,-0.000795,-0.018134,1.286422,0.097430,0.875456,0.983039,-0.160044,2,1001,hidden_clamp_hinge,hidden_clamp_hinge_2_1001_clamp,9,clamp,unknown,0.00
0.800296,0.202463,0.032659,0.279152,0.045515,0.033805,-0.038422,0.808174,0.021470,0.000000,0.000000,-0.340023,2,1002,hidden_clamp_hinge,hidden_clamp_hinge_2_1002_hinge,0,hinge,unknown,0.00
0.747966,0.453366,-0.155955,0.259981,0.043058,0.044085,-0.049744,0.780646,0.001615,0.000000,0.000000,-0.480708,2,1002,hidden_clamp_hinge,hidden_clamp_hinge_2_1002_hinge,1,hinge,unknown,0.00
0.082390,0.816215,-0.398622,0.088192,0.003055,0.017462,-0.062595,0.548377,0.118096,0.000000,0.000000,-0.647555,2,1002,hidden_clamp_hinge,hidden_clamp_hinge_2_1002_hinge,2,hinge,unknown,0.00
-0.453552,1.077705,-0.299047,-0.196605,-0.042577,0.036975,-0.058941,0.646563,0.114464,0.000202,0.000000,-0.794747,2,1002,hidden_clamp_hinge,hidden_clamp_hinge_2_1002_hinge,3,hinge,unknown,0.00
-0.747932,0.543970,-0.120312,-0.268266,-0.042484,0.025573,-0.042446,0.817725,0.073368,0.002755,0.003493,-0.429534,2,1002,hidden_clamp_hinge,hidden_clamp_hinge_2_1002_hinge,4,hinge,unknown,0.00
-0.844874,0.024290,-0.262959,-0.218330,0.026641,0.017771,-0.011270,0.981676,0.168013,0.000223,0.000000,-0.151206,2,1002,hidden_clamp_hinge,hidden_clamp_hinge_2_1002_hinge,5,hinge,unknown,0.00
-0.741547,-0.640541,0.289326,-0.202967,-0.007894,0.023792,-0.005118,1.042982,0.093532,0.000000,0.001017,-0.049534,2,1002,hidden_clamp_hinge,hidden_clamp_hinge_2_1002_hinge,6,hinge,unknown,0.00
-0.243000,-0.700855,0.303376,0.193635,0.013721,0.003191,0.012279,0.836044,0.062617,0.000000,0.000000,0.114812,2,1002,hidden_clamp_hinge,hidden_clamp_hinge_2_1002_hinge,7,hinge,unknown,0.00
0.509527,-0.926311,0.239194,0.230156,0.006565,-0.021928,-0.002643,1.135937,0.072346,0.000000,0.012086,-0.016315,2,1002,hidden_clamp_hinge,hidden_clamp_hinge_2_1002_hinge,8,hinge,unknown,0.00
0.738648,-0.704537,0.351223,0.153539,0.071286,0.012153,-0.019226,0.969007,0.180082,0.021401,0.000000,-0.135866,2,1002,hidden_clamp_hinge,hidden_clamp_hinge_2_1002_hinge,9,hinge,unknown,0.00
0.925224,-0.063399,-0.393536,0.097819,0.075359,-0.009965,0.016743,0.189856,0.168560,0.000000,0.012100,-0.138933,2,1003,hidden_clamp_hinge,hidden_clamp_hinge_2_1003_free,0,free,unknown,0.00
0.611342,0.429419,-0.258482,0.220693,0.029122,0.049283,-0.004353,0.219824,0.173665,0.016042,0.000000,-0.147330,2,1003,hidden_clamp_hinge,hidden_clamp_hinge_2_1003_free,1,free,unknown,0.00
0.185778,1.097853,-0.379310,0.120229,0.015354,0.118102,0.000603,0.200837,0.136148,0.002963,0.000000,-0.106943,2,1003,hidden_clamp_hinge,hidden_clamp_hinge_2_1003_free,2,free,unknown,0.00
0.030947,1.072289,-0.377347,0.122944,0.001212,0.081390,0.011678,0.207826,0.186897,0.007842,0.000000,-0.075619,2,1003,hidden_clamp_hinge,hidden_clamp_hinge_2_1003_free,3,free,unknown,0.00
-0.940477,0.575124,-0.193547,-0.248497,-0.081947,0.081680,-0.004532,0.191714,0.183795,0.000000,0.000000,-0.111076,2,1003,hidden_clamp_hinge,hidden_clamp_hinge_2_1003_free,4,free,unknown,0.00
-1.148457,0.124400,-0.175457,-0.254397,-0.144733,0.082965,0.004366,0.249087,0.149121,0.000000,0.000000,-0.208646,2,1003,hidden_clamp_hinge,hidden_clamp_hinge_2_1003_free,5,free,unknown,0.00
-0.525248,-0.503547,0.328774,-0.174238,-0.000329,-0.071528,-0.010389,0.213419,0.170128,0.003099,0.000840,-0.383775,2,1003,hidden_clamp_hinge,hidden_clamp_hinge_2_1003_free,6,free,unknown,0.00
-0.211611,-0.789600,0.419499,-0.013675,-0.026568,-0.126471,-0.014726,0.252115,0.198115,0.016608,0.000000,-0.568264,2,1003,hidden_clamp_hinge,hidden_clamp_hinge_2_1003_free,7,free,unknown,0.00
0.440046,-0.957637,0.387871,0.107406,0.065139,-0.100685,-0.019950,0.230925,0.221832,0.004153,0.000000,-0.743020,2,1003,hidden_clamp_hinge,hidden_clamp_hinge_2_1003_free,8,free,unknown,0.00
0.791567,-0.696965,0.177508,0.253763,0.021423,-0.070753,-0.018560,0.241907,0.226191,0.002892,0.003554,-0.587926,2,1003,hidden_clamp_hinge,hidden_clamp_hinge_2_1003_free,9,free,unknown,0.00
1.155764,0.085314,-0.257793,0.221051,-0.024320,0.009332,0.013818,1.176358,0.048663,0.519348,0.790790,-0.079990,2,1004,hidden_clamp_hinge,hidden_clamp_hinge_2_1004_clamp,0,clamp,hinge,0.00
0.598758,0.531134,-0.325563,0.176898,0.031103,0.007526,-0.016251,1.251476,0.091284,0.036126,0.801621,-0.351823,2,1004,hidden_clamp_hinge,hidden_clamp_hinge_2_1004_clamp,1,clamp,hinge,0.00
0.253613,0.752983,-0.347598,0.157163,0.038102,-0.019074,-0.006707,1.283204,0.057823,0.003540,0.804841,-0.522594,2,1004,hidden_clamp_hinge,hidden_clamp_hinge_2_1004_clamp,2,clamp,hinge,0.00
-0.313804,0.714452,-0.322272,-0.179556,0.001563,0.023231,-0.002856,1.233234,0.000000,0.010011,0.811443,-0.605755,2,1004,hidden_clamp_hinge,hidden_clamp_hinge_2_1004_clamp,3,clamp,hinge,0.00
-0.916852,0.711673,-0.333235,-0.170430,-0.023632,0.016887,-0.013831,1.274124,0.096852,0.007731,0.801585,-0.830644,2,1004,hidden_clamp_hinge,hidden_clamp_hinge_2_1004_clamp,4,clamp,hinge,0.00
-1.146279,0.093369,0.049970,-0.278011,-0.001629,-0.008145,-0.004851,1.174914,0.099716,0.000000,0.798546,-0.573952,2,1004,hidden_clamp_hinge,hidden_clamp_hinge_2_1004_clamp,5,clamp,hinge,0.00
-0.727326,-0.615741,0.355867,-0.148711,0.003734,-0.017825,-0.001056,1.257007,0.175031,0.044989,0.796933,-0.249223,2,1004,hidden_clamp_hinge,hidden_clamp_hinge_2_1004_clamp,6,clamp,hinge,0.00
-0.315253,-0.856981,0.401634,-0.081894,-0.000531,0.022893,0.001687,1.229424,0.128247,0.260723,0.781934,-0.123742,2,1004,hidden_clamp_hinge,hidden_clamp_hinge_2_1004_clamp,7,clamp,hinge,0.00
0.251366,-0.770147,0.409511,0.062185,0.039656,0.001218,0.006621,1.168119,0.109481,0.670453,0.805946,-0.004131,2,1004,hidden_clamp_hinge,hidden_clamp_hinge_2_1004_clamp,8,clamp,hinge,0.00
0.613606,-0.639991,0.350744,0.154025,0.019362,0.029826,0.010603,1.116369,0.062357,0.795195,0.804330,0.032566,2,1004,hidden_clamp_hinge,hidden_clamp_hinge_2_1004_clamp,9,clamp,hinge,0.00
0.757575,0.126403,-0.170872,0.255780,-0.013248,0.021770,-0.003724,0.937880,0.002769,0.000000,0.019021,-0.081270,2,1005,hidden_clamp_hinge,hidden_clamp_hinge_2_1005_hinge,0,hinge,unknown,0.00
0.702785,0.515244,-0.080238,0.274843,0.007175,0.003639,0.010033,1.036035,0.081797,0.003061,0.015240,0.041138,2,1005,hidden_clamp_hinge,hidden_clamp_hinge_2_1005_hinge,1,hinge,unknown,0.00
0.241091,0.883446,-0.376559,0.124014,-0.053901,-0.001733,-0.003954,1.008409,0.177072,0.000000,0.009487,0.000532,2,1005,hidden_clamp_hinge,hidden_clamp_hinge_2_1005_hinge,2,hinge,unknown,0.00
-0.311644,0.706891,-0.273897,-0.212269,-0.010477,0.024354,-0.006585,1.011717,0.028052,0.000000,0.000000,-0.026554,2,1005,hidden_clamp_hinge,hidden_clamp_hinge_2_1005_hinge,3,hinge,unknown,0.00
-0.711797,0.664048,-0.262016,-0.218833,-0.057892,0.011986,-0.013118,1.004487,0.114432,0.013057,0.000000,-0.158284,2,1005,hidden_clamp_hinge,hidden_clamp_hinge_2_1005_hinge,4,hinge,unknown,0.00
-0.773977,-0.053192,0.360752,-0.143385,-0.025369,-0.018631,-0.015262,0.930427,0.022689,0.005524,0.002049,-0.238309,2,1005,hidden_clamp_hinge,hidden_clamp_hinge_2_1005_hinge,5,hinge,unknown,0.00
-0.730555,-0.539988,0.200115,-0.246174,-0.004130,-0.034878,-0.042070,0.742190,0.038491,0.001233,0.000000,-0.576097,2,1005,hidden_clamp_hinge,hidden_clamp_hinge_2_1005_hinge,6,hinge,unknown,0.00
-0.337958,-0.974517,0.378748,-0.121014,-0.061719,-0.004141,-0.056375,0.619375,0.077365,0.008041,0.000000,-0.818705,2,1005,hidden_clamp_hinge,hidden_clamp_hinge_2_1005_hinge,7,hinge,unknown,0.00
0.235567,-0.770903,0.416334,0.036916,0.048919,-0.042211,-0.066479,0.737542,0.063804,0.021719,0.004159,-0.595829,2,1005,hidden_clamp_hinge,hidden_clamp_hinge_2_1005_hinge,8,hinge,unknown,0.00
0.753879,-0.638839,0.417289,-0.031763,-0.020523,-0.052035,-0.039116,0.984255,0.128824,0.000000,0.003881,-0.399745,2,1005,hidden_clamp_hinge,hidden_clamp_hinge_2_1005_hinge,9,hinge,unknown,0.00
0.842871,0.177241,-0.356367,0.148177,0.101133,-0.009261,-0.006576,0.186172,0.225306,0.005030,0.004436,-0.083182,2,1006,hidden_clamp_hinge,hidden_clamp_hinge_2_1006_free,0,free,unknown,0.00
0.662404,0.402180,-0.352390,0.152346,0.080776,0.034194,0.004928,0.228245,0.141013,0.000000,0.006959,-0.128588,2,1006,hidden_clamp_hinge,hidden_clamp_hinge_2_1006_free,1,free,unknown,0.00
0.404168,0.906898,-0.332533,0.171039,0.043817,0.130370,-0.023750,0.228309,0.165669,0.007159,0.000000,-0.221520,2,1006,hidden_clamp_hinge,hidden_clamp_hinge_2_1006_free,2,free,unknown,0.00
-0.292894,0.967717,-0.418812,0.021047,0.010529,0.077647,-0.011028,0.226002,0.204295,0.009043,0.000000,-0.311724,2,1006,hidden_clamp_hinge,hidden_clamp_hinge_2_1006_free,3,free,unknown,0.00
-0.987093,0.603416,-0.071568,-0.275905,-0.072059,0.065596,-0.017446,0.200265,0.186800,0.000000,0.000000,-0.340772,2,1006,hidden_clamp_hinge,hidden_clamp_hinge_2_1006_free,4,free,unknown,0.00
-0.747368,-0.107195,0.058687,-0.277253,-0.041374,0.029988,-0.002473,0.189150,0.165979,0.000000,0.019640,-0.300482,2,1006,hidden_clamp_hinge,hidden_clamp_hinge_2_1006_free,5,free,unknown,0.00
-0.730102,-0.455981,-0.082172,-0.274589,-0.089606,-0.039435,-0.026045,0.153477,0.146323,0.000000,0.006488,-0.290244,2,1006,hidden_clamp_hinge,hidden_clamp_hinge_2_1006_free,6,free,unknown,0.00
-0.330378,-1.056640,0.207984,-0.243258,0.004911,-0.100515,-0.004346,0.186678,0.254522,0.006746,0.000000,-0.460015,2,1006,hidden_clamp_hinge,hidden_clamp_hinge_2_1006_free,7,free,unknown,0.00
0.313270,-0.904156,0.418638,0.022533,0.036630,-0.074231,-0.023168,0.237168,0.252899,0.001681,0.000000,-0.463308,2,1006,hidden_clamp_hinge,hidden_clamp_hinge_2_1006_free,8,free,unknown,0.00
0.887827,-0.636534,-0.207296,0.243519,0.102788,-0.017679,0.005114,0.167504,0.242252,0.009625,0.000000,-0.072833,2,1006,hidden_clamp_hinge,hidden_clamp_hinge_2_1006_free,9,free,unknown,0.00
0.965372,-0.240534,0.217316,0.239605,-0.013330,0.010274,-0.007626,1.238233,0.130226,0.301638,0.817855,-0.211700,2,1007,hidden_clamp_hinge,hidden_clamp_hinge_2_1007_clamp,0,clamp,tether,0.00
0.607010,0.448032,-0.048762,0.278107,0.013032,0.007735,0.007213,1.255788,0.019621,0.029237,0.834001,-0.361203,2,1007,hidden_clamp_hinge,hidden_clamp_hinge_2_1007_clamp,1,clamp,tether,0.00
0.243914,0.907389,-0.290147,0.202446,-0.003852,0.015881,-0.006314,1.216049,0.063602,0.000000,0.809674,-0.643033,2,1007,hidden_clamp_hinge,hidden_clamp_hinge_2_1007_clamp,2,clamp,tether,0.00
-0.115157,0.804262,-0.409828,-0.061249,-0.016574,0.005648,0.007124,1.268666,0.000000,0.000000,0.815220,-0.624442,2,1007,hidden_clamp_hinge,hidden_clamp_hinge_2_1007_clamp,3,clamp,tether,0.00
-0.695389,0.548144,-0.325968,-0.176566,-0.007335,0.059808,-0.008644,1.296861,0.087905,0.023812,0.813156,-0.488193,2,1007,hidden_clamp_hinge,hidden_clamp_hinge_2_1007_clamp,4,clamp,tether,0.00
-1.153840,0.227580,0.265667,-0.216867,-0.009856,0.013097,-0.019643,1.301962,0.020729,0.007128,0.814043,-0.254114,2,1007,hidden_clamp_hinge,hidden_clamp_hinge_2_1007_clamp,5,clamp,tether,0.00
-0.698402,-0.272782,0.123049,-0.267714,-0.031931,0.020912,0.004241,1.267558,0.137964,0.016517,0.816440,-0.111692,2,1007,hidden_clamp_hinge,hidden_clamp_hinge_2_1007_clamp,6,clamp,tether,0.00
-0.178637,-0.757025,0.418303,-0.025148,-0.016609,0.008343,0.000510,1.183893,0.123256,0.277002,0.830485,-0.045906,2,1007,hidden_clamp_hinge,hidden_clamp_hinge_2_1007_clamp,7,clamp,tether,0.00
